docking_score,smiles
-6.9,Clc1nccc2c(NCc3cn(C4CCCC4)nn3)cccc12
-6.9,O=C(Nc1ccc(Cl)cc1)c1cc(-c2cccnc2)n(-c2ccccc2)n1
-6.9,CC(C)[C@@H]1CN(C(=O)CCn2ccccc2=O)c2ccccc2N1
-6.9,CC(C)n1cc(CN2C[C@H](O)C[C@@H]2c2cccc(C(F)(F)F)c2)cn1
-6.9,CC(C)n1cc(-c2ccc(C(=O)N3CCC[C@H]3C(=O)O)c(F)c2)nn1
-6.9,CCc1nc2ccccc2n1CC(=O)NCC(=O)Nc1cn[nH]c1
-6.9,C[C@@H]1CN(C(=O)c2ccc(CNCc3cccc4[nH]ncc34)cc2)C[C@@H](C)O1
-6.9,Cc1c(C(=O)N[C@@H]2CCCCNC2=O)oc2c(Cl)cccc12
-6.9,O=C(NC1CCN(C(=O)c2cc3c(s2)CCCCCC3)CC1)c1ccncc1
-6.9,Cc1nn(C)cc1[C@H](C)NC(=O)NCC1CCN(Cc2nc(C)c(C)o2)CC1
-6.9,NC(=O)CN[C@H]1CCC[C@@H]1c1cccc(C(F)(F)F)c1
-6.9,CN(Cc1nc(C(F)(F)F)cs1)c1nc(C(F)(F)F)nc2[nH]cnc12
-6.9,CO[C@@H]1CCC[C@H]1NC(=O)[C@H]1CC(=O)N(c2ccccc2)C1
-6.9,Cc1n[nH]c(C)c1S(=O)(=O)Nc1cccc2c1OCC[C@H]2O
-6.9,O=C(CCN1CC[C@H](F)C1)NCC(=O)N1CCc2ccccc21
-6.9,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc2ccccc2s1
-6.9,O=C(O)COc1cccc(C(=O)N[C@@H]2c3ccccc3CC23CCOCC3)c1
-6.9,Cc1cccc(N2C[C@@H](C(=O)Nc3nc4ccccc4[nH]3)CC2=O)c1C
-6.9,CC(=O)N1CCC(CN2CCN(C(=O)c3cc4nn[nH]c4cc3F)CC2)CC1
-6.9,Cc1oc(-c2ccc3ccccc3c2)nc1CN1CCn2cnnc2[C@@H]1C
-6.9,CSC[C@H]1CCN(C(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)n2)C1
-6.9,O=C(NCCc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2
-6.9,C[C@H](NS(=O)(=O)Cc1ccc2ccccc2n1)c1nccn1C
-6.9,NC(=O)c1ccc(OCC(=O)NS(=O)(=O)N2CCc3ccccc32)cc1
-6.9,Cc1nc2c3ccccc3[nH]c(=N[C@H]3CCO[C@@H](c4cnn(C)c4)C3)n2n1
-6.9,NC(=O)c1cc([N+](=O)[O-])cnc1N1CCN(Cc2nc3ccccc3[nH]2)CC1
-6.9,Cc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2F)cc1C(=O)O
-6.9,O=C([C@@H]1CC[C@@H]1c1ccc(F)cc1)N1CC2(CCC2)C[C@H]1C(F)(F)F
-6.9,CN(Cc1cccc2ccccc12)C(=O)CCC(F)(F)F
-6.9,CCc1ccc(-c2nc([C@H]3CCc4n[nH]cc4[C@H]3C)n(CC(N)=O)n2)cc1
-6.9,Cc1nccc(=NCc2cccc(C(=O)NC[C@@H](O)c3ccccc3C)c2)[nH]1
-6.9,O=C(O)Cc1cccc(CNC(=O)Cc2cc3ccccc3o2)c1
-6.9,CC1(C)CN(Cc2c(Cl)ccc3c2OCO3)C[C@H]1CC(=O)O
-6.9,C[C@H](N[C@H](c1ccccc1)C1CC1)C(=O)Nc1ccc(Br)cc1
-6.9,CCCCn1nc(C(=O)Nc2cc(Cl)ccc2OC)c2ccccc2c1=O
-6.9,N=c1nc(Nc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)cc[nH]1
-6.9,O=Cc1cc(C(=O)N2CCn3nnc(CO)c3C2)cc(Br)c1O
-6.9,CNC(=O)NC(=O)CCN1C[C@@H](c2ccccc2)OCC1(C)C
-6.9,COc1cc(-c2cccc(N3CCNC3=O)c2)c2ccccc2c1
-6.9,C[C@@H](NC(=O)[C@H]1CNCCO1)c1nc2ccccc2n1C
-6.9,CO[C@](C)(C(=O)O)C(=O)NCc1ccc(S(N)(=O)=O)c(C)c1
-6.9,Cn1cccc1C(=O)NN[C@@H](C(=O)Nc1ccccc1)c1ccccc1
-6.9,O=C(c1cccc(C(F)(F)F)c1)N1CCSc2ccccc21
-6.9,Cc1cc(=O)oc2cc(NC(=O)CCc3ccc(C#N)cc3)ccc12
-6.9,C[C@@H](NC[C@H]1COC2(CCOCC2)O1)c1cc2ccccc2o1
-6.9,CC(C)(C)c1ccc2cc(C(=O)Nc3cnc(N4CCNCC4)nc3)[nH]c2c1
-6.9,C[C@@H](c1ccco1)N(C(=O)N[C@H]1CCc2c(O)cccc21)C1CC1
-6.9,CCc1ncc(C(=O)N[C@H](c2ccccc2)[C@H](C)C(=O)OC)[nH]1
-6.9,C[C@@H]1CC[C@H](C(N)=O)CN1C(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1
-6.9,Cc1ccc(-c2noc([C@@H](C)N3CC[C@@H](C(N)=O)C3)n2)cc1F
-6.9,O=C(N[C@H]1C[C@@]2(C(=O)O)C[C@@H]12)N[C@@H]1CCO[C@@H](c2ccccc2)C1
-6.9,O=C(Nc1ccc(N2CCCC2=O)cn1)c1cccnc1S
-6.9,NC(=O)COc1ccc(Cl)cc1S(=O)(=O)N1C[C@H]2[C@@H](N)CC[C@H]2C1
-6.9,COc1ccc2cc(CNc3ccc(C(N)=O)c(Cl)c3)c(Cl)nc2c1
-6.9,O=C1CC[C@@H](CN2CC[C@@H](NC(=O)c3cnn4ncccc34)C2)CCN1
-6.9,C[C@H]1c2ccc(F)cc2C[C@@H](C)N1C(=O)c1cnn([C@H]2CCCNC2)c1
-6.9,O=C(NCc1ccc(N=c2cc[nH]cc2)cc1)[C@H]1CNc2ccnn2C1
-6.9,CN(C)c1ccc(/C=c2/sc3nc(-c4ccncc4)nn3c2=O)cc1
-6.9,CC(C)[C@@H]1N(C(=O)N[C@@H]2C[C@@H]3OCCC[C@@H]32)CC12CC=CC2
-6.9,O=C(NCc1nnc2ccccn12)NC[C@@H]1CCOC1
-6.9,COc1cccc2c1O[C@@H](C(=O)NS(=O)(=O)c1cc(Br)cc(C#N)c1)C2
-6.9,Cc1[nH]nc(CNCCn2c(C)cc3cc(F)ccc32)c1C
-6.9,Cn1cc(N2CC[C@H](NC(=O)CCc3cccnc3)C2=O)cn1
-6.9,COc1cccc([C@H]2OC(=O)C[C@@H]2C(=O)O)c1
-6.9,CC(=O)Nc1cccc(NS(=O)(=O)c2cc(F)cc(F)c2O)c1C
-6.9,C[C@@H](C(=O)N[C@@H]1CCCN(Cc2ccccc2)C1=O)n1cncn1
-6.9,Cc1ccc(-n2cnnc2)c(C(=O)N(C)Cc2nc(O)c3ccccc3n2)c1
-6.9,CC(C)CN1CC[C@@H](CNC(=O)Cn2ccc(=O)c3ccccc32)C1
-6.9,O=C(c1cncn1-c1ccccc1)N1CCC(Oc2ccccc2)CC1
-6.9,O=C(Nc1ccc(C(F)(F)F)cc1F)c1cccc(-c2nc(=O)o[nH]2)c1
-6.9,C[C@H]1CN(Cc2ccccc2)CC[C@@H]1NC(=O)c1ccc2ccccc2c1
-6.9,Nc1ncccc1CN1CCC(c2c[nH]c3ccc(F)cc23)CC1
-6.9,CC(C)(C#N)c1ccccc1CN1CCC[C@](O)(c2cnn[nH]2)C1
-6.9,C[C@@H]1CN(Cc2cccc(CNC(=O)[C@H]3C[C@@H](O)CN3)c2)CCO1
-6.9,CN(C)S(=O)(=O)c1cc(C(=O)N[C@H]2C[C@@H]2c2c(F)cccc2Cl)co1
-6.9,C[C@]1(CNC(=O)c2ccc(C(=O)O)nc2)CC(F)(F)CN1
-6.9,O=C1O[C@H]2CCN(C(=O)Nc3ccnn3-c3ccc(F)cc3)C[C@@H]2O1
-6.9,CN(CCNC(=O)N[C@H]1CCCc2c1cnn2C)C1CCCC1
-6.9,C[C@@H](Cc1ccccc1C(F)(F)F)N(C)C(=O)c1cccc2nc(CO)[nH]c12
-6.9,Cc1oc2ncnc(O)c2c1C(=O)NCCCc1ccc2c(n1)NCCC2
-6.9,N[C@@H](CNC(=O)C(=O)NCc1cccc2ccccc12)c1ccc(F)cc1
-6.9,O=S(=O)(c1ccccc1-c1ccccc1)N1CCO[C@H]2CCCC[C@@H]21
-6.9,CC(=O)Nc1cccc(N[C@H](C(=O)Nc2ccc(F)cc2)c2ccccc2)c1
-6.9,CC[C@H]1CN(CC(=O)Nc2ccc(Cl)cn2)CCN1C[C@@H](C)O
-6.9,C[C@H](CNC(=O)c1cc2ccccc2[nH]1)N1CCc2sccc2C1
-6.9,Cc1noc(C)c1CNCc1ccc(N2CCOCC2)cc1C(F)(F)F
-6.9,O=S(=O)(N[C@@H](c1ccc(F)cc1)c1cccs1)c1ccccc1C(F)(F)F
-6.9,Cc1cc(CNC(=O)[C@@H]2CCCN2c2ncnc3ccccc23)c(C)o1
-6.9,Cc1cc([N+](=O)[O-])cc(C)c1S(=O)(=O)N1C[C@@H](O)C(C)(C)C1
-6.9,C[C@@]1(CNC(=O)c2cc(O)nc(C3CC3)n2)CCC(=O)NC1
-6.9,CC1CCN(c2ccc(NS(=O)(=O)c3ccc(F)cc3[N+](=O)[O-])cc2)CC1
-6.9,COc1ccc(C(=O)N(Cc2sccc2C)[C@@H]2CCS(=O)(=O)C2)cc1Cl
-6.9,COc1ccc([C@H]2CCCN2[C@@H](C)C(=O)Nc2ccc(C)c(F)c2)cc1
-6.9,O=S(=O)(NC[C@@H]1CN2CCC[C@@H]2CO1)c1ccc2c(c1)CCC2
-6.9,Brc1cccc2c1CC[C@H]2N=c1ccn2ncc(Br)c2[nH]1
-6.9,O=C(CN1C[C@H]2[C@@H]3CCCCN3C[C@H]2C1)NCC(=O)N1CCCC1
-6.9,Cc1ccc(C(=O)Nc2ccc(N3CCCS3(=O)=O)cc2)c(O)c1
-6.9,O=C(Cc1ccc2c(c1)CCC2)N[C@@H]1CCN(Cc2ccccc2)C1
-6.9,Cc1c(C(=O)N2CCO[C@]3(CCCOC3)C2)cnn1-c1ccc(O)nn1
-6.9,O=C(NCC1=CCCCC1)Nc1nc(C2CCOCC2)cs1
-6.9,COc1ccc(C)cc1NC(=O)N[C@@H]1CCC(=O)NC1=O
-6.9,C[C@@H]1CN(Cc2ccccc2)C[C@H]1C(=O)Nc1ccc(O)cc1F
-6.9,C[C@]1(O)CCCN(C(=O)Cn2nc3n(c2=O)CCCCC3)C1
-6.9,CC[C@H]1CCCN([C@@H](C)c2nnc(-c3cccs3)o2)C1
-6.9,O=C(NC[C@@H](O)c1cccc(C(F)(F)F)c1)c1ccc(Cl)s1
-6.9,CCn1nc(C)c(NC(=O)N[C@@H]2CCN(C)[C@H]2c2ccccc2)c1C
-6.9,CC1CNCCN1C(=O)N1CCC=C(Cl)C1
-6.9,O=C(C[C@@H]1Sc2ccccc2NC1=O)Nc1cccc(C2SCCCS2)c1
-6.9,O=C1NCCN(C(=O)C2CC3(CCC3=O)C2)c2cc(F)c(F)cc21
-6.9,O=C(O)[C@@H]1C[C@H](Oc2ccccc2)CN1Cc1cnc2n1CCC2
-6.9,O=C(Cc1cccc(Cl)c1)NCc1cc(O)nc2ccccc12
-6.9,Cc1nc([C@H](N[C@@H]2CCc3nccn3C2)C(F)(F)F)c2ccccn12
-6.9,Cc1nn(C)c(Cl)c1[C@H]1NC(=O)c2sc3ccccc3c2N1
-6.9,Cc1cc(C)nc(Cc2noc([C@@]3(N)CCN(C)C3)n2)n1
-6.9,COc1ccc2c(c1)OC[C@H]2Cc1nc([C@H]2CCCN2)no1
-6.9,O=[S@](Cc1cccc(NCc2ccc(F)cc2)c1)C1CCOCC1
-6.9,O=C(NC[C@]12CCC[C@H]1OCC2)Nc1nccn2ccnc12
-6.9,Cc1cccc(C)c1-n1nnnc1CN[C@@H]1CCc2cc(Cl)ccc2C1
-6.9,C[C@H](Sc1ncnc2sccc12)c1nc(O)c2ccccc2n1
-6.9,O=C(Cn1cccnc1=O)N1Cc2cc3c(cc2C2(CCCC2)C1)OCCO3
-6.9,O=C(Cc1ccccc1)N1CCC[C@@H](c2nc([C@@H]3CCCO3)no2)C1
-6.9,C[C@](O)(CN1CC[C@@H](N2CCCC2)C1)c1cccc(C(F)(F)F)c1
-6.9,CCn1c(S)nnc1CNC(=O)Nc1cccc2cnccc12
-6.9,O=C1/C(=N/O)c2ccccc2N1Cc1ccccc1
-6.9,Cn1cc([C@H]2OCC[C@@H]2NC(=O)c2n[nH]c3c2CCC3)cn1
-6.9,Cc1cc(C(=O)N[C@@H]2CCc3nc[nH]c3C2)nn1C1CCCCC1
-6.9,O=C(O)[C@H]1CN(C(=O)c2cnn3c2OCCC3)Cc2ccccc21
-6.9,C[C@H](NC(=O)[C@H]1C[C@H](O)CN1)c1c(Cl)ccc(F)c1Cl
-6.9,CCCN(Cc1ccccc1)C(=O)NCc1c(C)noc1C
-6.9,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)C1(c2ccccc2)CCC1
-6.9,Cn1ccnc1[C@]1(CNC(=O)c2ccc(-n3cccn3)cc2)NC(=O)NC1=O
-6.9,FC1(F)CC1OCCN1CCCCCCCCC1
-6.9,CN(Cc1cccc2[nH]ccc12)C1CCN(CCc2ccccn2)CC1
-6.9,CCN1CCN(C(=O)c2cnc(O)c3ccccc23)[C@H](C)C1
-6.9,Cc1cc(C(=O)O)cc(S(=O)(=O)N[C@@H](C)c2c(C)noc2C)c1
-6.9,CC1=NO[C@H](C(=O)N2CCC(C)(C(=O)O)C2)[C@H]1C
-6.9,OC[C@@H]1C[C@H](O)CN1C[C@H](O)c1cccc2ccccc12
-6.9,Fc1ccc(F)c([C@H](N[C@H]2CCN3CCC[C@@H]3C2)c2ccncc2)c1
-6.9,O=C(C1CC1)N1CCC[C@@H]1c1ncc(-c2cccc(C(F)(F)F)c2)[nH]1
-6.9,FC(F)(F)Oc1ccc(Cl)c(Cn2cc(C[C@H]3COCCN3)nn2)c1
-6.9,Cc1cc(CNC(=O)N2C[C@@H](N)C3(CCC3)C2)cc(C)n1
-6.9,C[C@]1(c2ccc3ccccc3c2)NC(=O)N(Cc2cccc([N+](=O)[O-])c2)C1=O
-6.9,O=C(c1ccc2cncn2c1)N1CCC(c2cc(C3CCNCC3)[nH]n2)CC1
-6.9,O=C(c1cc(Cl)cc2cccnc12)N1CCC(N2CCCCC2)CC1
-6.9,CCn1cc(C(=O)Nc2ccnc(N3CCc4ccccc4C3)c2)nn1
-6.9,C[C@H]1CN(C)CCN1[C@@H](c1nc(Br)cn1C)c1nnnn1C1CCCC1
-6.9,COc1ccc(F)cc1CNc1ccc2c(c1)COC2
-6.9,Cc1nc2ccc(=N[C@@H](C)C(=O)N3CCCC[C@@H]3C)[nH]n2n1
-6.9,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2
-6.9,CN1CCc2cc(CN[C@@H]3CCO[C@H](c4cccc(F)c4)C3)ccc21
-6.9,NC(=O)N1CCC[C@H](C(=O)Nc2nc3c(s2)C(=O)NCC3)C1
-6.9,C[C@H]1CN(Cc2ccccc2)CCN(C(=O)[C@H]2CCCCC(=O)N2)C1
-6.9,CCOc1cc(C(=O)N2CCC(n3cnnc3O)CC2)on1
-6.9,Cc1cc(C[C@H](C)NC(=O)c2cn(-c3ccccc3)nn2)n[nH]1
-6.9,Cc1cc(C(=O)Nc2cccc(Cn3ccccc3=O)c2)c(C)o1
-6.9,Cc1cc(C)nc(N2C[C@@H]3OCCN(Cc4ccccc4)[C@H]3C2)n1
-6.9,C[C@@H]1Oc2ccccc2O[C@H]1C(=O)N1CCN(c2ccc(O)cc2)CC1
-6.9,Cc1cc(C(F)(F)F)c(C#N)c(S[C@H](C)c2nc(-c3ccco3)no2)n1
-6.9,Cc1cc(O)ccc1CC(=O)N1CCc2ccccc2[C@@H]1C(F)(F)F
-6.9,C[C@@H]1CN(Cc2ccc(OS(=O)(=O)F)cc2)CCc2ccc(O)cc21
-6.9,CC(C)c1ccc(NC(=O)CNc2cnn3c2OCCCC3)cc1
-6.9,C[C@H](c1cccc(F)c1)N1CCC[C@@H](c2nnc(O)o2)C1
-6.9,C[C@@H]1CCCN(S(=O)(=O)c2ccc(N[C@H]3CCCNC3=O)c([N+](=O)[O-])c2)C1
-6.9,O=C(C1CCC1)N1CCC[C@H](Nc2nccc(Oc3ccccc3)n2)C1
-6.9,O=C(Nc1ccccc1)[C@@H]1CCCN(CC(=O)N2CCc3ccccc3C2)C1
-6.9,COc1cccc(NC(=O)CN2C(=O)N[C@@]3(CCc4ccccc43)C2=O)c1
-6.9,CNC(=O)CN1CCCC[C@H]1Cc1c(F)cncc1Cl
-6.9,Cc1c(NC(=O)N[C@H]2CNC(=O)C2)c[nH]c2nccc1-2
-6.9,C[C@@H](N)[C@@H]1CCCN(S(=O)(=O)c2cccc(C#N)c2)C1
-6.9,Cc1cc(=NC(=O)Nc2cccc(CC(=O)O)c2)[nH]n1[C@@H](C)C1CC1
-6.9,Brc1ccc2nc(N3CCN[C@@H](c4ccccc4)C3)oc2c1
-6.9,O=C(CCCCc1ccc(F)cc1)NCc1ccc(-c2ccncc2)cc1
-6.9,O=C(N[C@H]1CCSc2ccccc21)c1cc(F)c(F)c(O)c1F
-6.9,O=S(=O)(Cc1cc(F)cc2c1OCOC2)c1nc[nH]n1
-6.9,Cc1ccc(N2CCn3c2nc2c3c(O)nc(=O)n2C)cc1C
-6.9,O=C(N[C@@H]1CCN2CCCC[C@H]12)[C@H]1CCCN1Cc1ccccc1
-6.9,N#Cc1cccc([C@@H](NCc2cccc(Cl)c2)P(=O)(O)O)c1
-6.9,C[C@H]1Cc2cc(S(=O)(=O)Nc3ccc(C(=O)O)c(O)c3)ccc2O1
-6.9,Cn1cc(CN[C@@H]2CCSc3ccccc32)c(-c2ccncc2)n1
-6.9,Clc1cnccc1-c1noc([C@@H]2CCCN2Cc2ccccc2)n1
-6.9,COc1ncccc1C(=O)N[C@H]1CC[C@@H](C(F)(F)F)N(C(C)=O)C1
-6.9,CCOc1ccc(S(=O)(=O)Nc2cnc3ccccc3c2)c(C)c1C
-6.9,C[C@]1(C(=O)NNC(=O)c2ccc3c(c2)OCO3)CC1(Cl)Cl
-6.9,O=S(=O)(Nc1ccc(-n2nnnc2O)cc1)c1cc(Cl)ccc1O
-6.9,CC(C)n1nccc1NC(=O)[C@H](C)N1CCC[C@H]1Cn1cncn1
-6.9,CN(C)CCOc1ccc(C(=O)N[C@H]2CC(C)(C)c3ccccc32)cn1
-6.9,Cc1ccc(NC(=O)COC(=O)c2nnc(O)c3ccccc23)c(F)c1
-6.9,CN1CCN(C(=O)[C@@H]2CC(=O)Nc3cc(F)ccc32)CC1
-6.9,C=C1C[C@@H]2CC[C@H](C1)N2[C@@H](C)C(=O)NS(=O)(=O)CCc1cccc(F)c1
-6.9,Cc1nn(CC(=O)Nc2c(Cl)cccc2C(F)(F)F)c(=O)c(C#N)c1C
-6.9,CN1C(=O)[C@@H](NC(=O)c2cc3cc(C(C)(C)C)ccc3[nH]2)Cc2ccccc21
-6.9,O=C(Cc1cccc2ccccc12)NC1CCCCCCC1
-6.9,C[C@@H]1CN(C(=O)c2ccnc3c2ncn3C)c2cccc(Cl)c2O1
-6.9,CO[C@@H]1CCCC[C@H]1OC(=O)c1oc2c(c1C)C(=O)CCC2
-6.9,CC(C)c1ccc(Cc2nc([C@@H]3CCS(=O)(=O)C3)n[nH]2)cc1
-6.9,Cc1nc(-c2c[nH]c(C(=O)Nc3cccc(C(C)C)c3)c2)cs1
-6.9,COc1cccc2cc(C(=O)N3CCN(C)CC3)c(=O)oc12
-6.9,CCNC(=O)N1CCC[C@H]1c1nc(-c2ccccc2)c(C(C)C)o1
-6.9,O=C(N[C@@H]1CCCN(c2ncccn2)C1)c1cc2cc([N+](=O)[O-])ccc2s1
-6.9,Cc1nn(C)c(C)c1S(=O)(=O)NC(=O)c1ccnn1C1CCCC1
-6.9,C[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)S(C)(=O)=O
-6.9,C[C@@H](NC(=O)c1cccc2nc(O)[nH]c12)c1cnnn1C
-6.9,C[C@H]1C[C@H](n2ncc3c([nH]c4cccc(Br)c43)c2=O)CCO1
-6.9,CC1CCC(NC(=O)CN2C(=O)N[C@](C)(c3ccccn3)C2=O)CC1
-6.9,CC[C@@H](N)CNC(=O)C(=O)N1CCC(F)(F)CC1C
-6.9,Cn1cc(C(=O)N[C@H]2CCCc3ccccc32)c([C@H]2CCOC2)n1
-6.9,N#CC1=C(COc2cc(C(F)(F)F)ccc2C(N)=O)CCC1
-6.9,Cc1ccc(-n2c(=O)c3ccccc3n3c(S)nnc23)c(C)c1
-6.9,C[C@@H]1C[C@H](CO)N1C(=O)c1cc(-c2ccc(Br)cc2)[nH]n1
-6.9,O=C(NCC1CC1)NC[C@@H](c1cccs1)c1c[nH]c2ccccc12
-6.9,O=C(CCCn1c(=O)oc2ccccc21)NNc1c(Cl)cc(Cl)cc1Cl
-6.9,Cn1c(=O)cc(C(F)F)c2cc(F)ccc21
-6.9,Cc1sc2nc([C@@H](C)N3CC4(CCC4)[C@H]3C3CCOCC3)nc(O)c2c1C
-6.9,CC[C@@H]1C[C@@H](NC(=O)NCC(F)(F)c2ccc(F)cc2)CCO1
-6.9,O=C(N[C@@H]1C[C@@H](C(=O)O)c2ccccc21)c1cnn(CC2CC2)c1
-6.9,COc1ccc(NS(=O)(=O)c2cccc(C#N)c2)cc1S(N)(=O)=O
-6.9,O=C(O)[C@@H]1CC[C@H](C(=O)N2CCOc3cc(F)ccc3C2)O1
-6.9,C[C@@H](NC(=O)c1ccc2c(=O)n(C)c(S)nc2c1)c1ccccc1Cl
-6.9,O=[N+]([O-])c1cccc([C@H](O)CN[C@@H]2CCCC[C@@H]2CO)c1
-6.9,Cn1cc(CNC(=O)c2c(F)ccc(O)c2F)c(-c2ccccc2)n1
-6.9,Cc1cncc(C)c1CN[C@@H]1CCN(c2nc(C(=O)N(C)C)nc(C)c2C)C1
-6.9,CCC[C@@]1(CO)CCN(C(=O)c2ccc3nnnn3c2)C1
-6.9,NC(=O)c1n[nH]c2ccc(NC(=O)c3ccc4cncn4c3)cc12
-6.9,COc1cccc(Cn2cc(C3(S(N)(=O)=O)CC3)nn2)c1
-6.9,Cc1nc(C2CCCC2)sc1C(=O)N1CC[C@@H](n2c(C)nc3c2CCCC3)C1
-6.9,O=C(O)[C@H](Cc1c[nH]c2cc(F)ccc12)NC(=O)[C@@H]1CCOC1
-6.9,Cc1cc(C(C)(C)C)cc(C)c1Cn1cnc([C@@H]2COCCN2)n1
-6.9,CC[C@@H](C)c1ccc(S(=O)(=O)Nc2ccccc2-c2nnnn2C2CC2)cc1
-6.9,O=C(C1C(F)(F)C12CCC2)N1CC(N2CC(F)C2)C1
-6.9,C[C@H](NC(=O)c1cccc2c[nH]nc12)c1ccc(OC(F)(F)F)cc1
-6.9,Cc1ccc(S(=O)(=O)N2CCC[C@H](C(F)(F)F)C2)cc1C(=O)O
-6.9,Cc1cc(C)c(NC(=O)CCc2nc(O)c3c4c(sc3n2)CCCC4)c(C)c1
-6.9,Cc1cn2[nH]c(=N[C@H]3CCN(C)[C@@H]3c3ccccc3)sc2n1
-6.9,Clc1cccc(-c2n[nH]cc2CN2CC=C(c3c[nH]c4ncccc34)CC2)c1
-6.9,Cc1cc(Cc2n[nH]c(=N[C@H]3CCOc4ccccc43)o2)n[nH]1
-6.9,Clc1cccc2ncn3nc(-c4ccco4)nc3c12
-6.9,Cc1ccc(NC(=O)Cn2c(=O)ccn(Cc3ccccc3)c2=O)c(Br)c1
-6.9,Cc1nc(C)c(Cl)c(N[C@@H]2c3ccccc3C[C@@H]2O)n1
-6.9,CN(C)[C@@H](CNS(=O)(=O)c1cc(C(=O)O)cc2c1CCCC2)c1ccco1
-6.9,O=C(Cc1csc(-c2ccccc2)n1)Nc1ccc2c(c1)CCC2
-6.9,O=C(O)[C@@H]1CN(Cc2cc(Cl)cc3cccnc23)CCC1(F)F
-6.9,CCCCc1ncc([C@@H](C(=O)NC2CC2)N2C[C@H](O)CC3(CCOCC3)C2)[nH]1
-6.9,Cc1cnccc1C(=O)N1CCC[C@]2(C1)[C@@H](N=c1[nH]ccnc1F)CCN2C
-6.9,CN1Cc2ccccc2[C@H](NC(=O)c2cc3c(cc2F)NC(=O)CC3)C1
-6.9,COc1cc(C)cc(C(=O)Nc2ccc3c(=O)n(C)c(=O)n(C)c3c2)c1C
-6.9,Cn1c(S)nnc1-c1cccc(C(F)(F)F)c1F
-6.9,CC(C)(C)c1ccc(-c2nnc(C3CC(n4ccnc4)C3)o2)cc1
-6.9,CCn1ncc(S(=O)(=O)Nc2ccc(C#N)c(OC(F)(F)F)c2)n1
-6.9,NC(=O)[C@@H]1CN([C@@H]2CCCCc3ccccc32)CCO1
-6.9,CC[C@@H]1CN([C@H](CC)C(=O)N[C@@H](CC(=O)O)c2ccc(F)cc2F)CCO1
-6.9,O=C(O)CCc1cn(Cc2cc(F)cc3cccnc23)nn1
-6.9,Cc1cn(-c2ccc(F)cc2)nc1C(=O)OCc1nc2ccc(Cl)nc2[nH]1
-6.9,CCCn1nnnc1CNc1cccc2ccccc12
-6.9,c1cc(NCc2cnccn2)cc([C@@H]2CCC23CCC3)c1
-6.9,Cc1occc1C(=O)N1CCO[C@@H](CN=c2[nH]ccn(C)c2=O)C1
-6.9,CC(C)(C)c1ccccc1NC(=O)CCN1C(=O)CCC1=O
-6.9,C[C@@]12CCC(=O)N1c1ccccc1C(=O)N2c1ccc(F)cc1
-6.9,O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1cccc2cccnc12
-6.9,COc1cccc2c(C(=O)N[C@@H]3CCCN(O)C3=O)csc12
-6.9,C[C@@H]1CN(C(=O)Cc2c[nH]c3cnccc23)C[C@@H]1NC(=O)CN(C)C1CCC1
-6.9,CC(=O)N[C@@H](C)C(=O)Nc1nc(-c2ccc3c(c2)CCCC3)cs1
-6.9,Cc1cc(S(=O)(=O)N2CCNC(=O)CC2(C)C)ccc1F
-6.9,O=C(Cn1ncc(Cl)c(Cl)c1=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1
-6.9,Cc1n[nH]cc1C(=O)NC[C@H](c1ccccc1Cl)N1CCCC1
-6.9,O=S(=O)(Nc1cnc2[nH]ncc2c1)c1cnn(C2CCCC2)c1
-6.9,O=C(NCC1CC(C(F)F)C1)c1cc2c(C(=O)O)cccc2s1
-6.9,CC(C)c1ncc(S(=O)(=O)N2C[C@H](C)Nc3ccccc32)[nH]1
-6.9,N[C@@H]1CC[C@H](C(=O)Nc2ccc([C@@H](F)C(F)(F)F)cn2)c2ccccc21
-6.9,CC(C)N(C)Cc1ccccc1CN=c1nc2[nH][nH]cc-2c(O)n1
-6.9,CN(Cc1nnn(C)n1)[C@@H](C(=O)O)c1ccc(C(F)(F)F)cc1
-6.9,Cc1ccc(OCc2nc([C@H]3NC(=O)c4ccccc4N3C)cs2)cc1
-6.9,Cc1cn(C)c(CC(=O)N2C[C@H](O)C[C@@H]2C)c1C(=O)N1C[C@H](O)C[C@H]1C
-6.9,FC(F)(F)c1nc2ccccc2n1Cc1ccc(Cl)nc1
-6.9,CCCc1nc([C@H]2CN(CC3(O)CCCCC3)CCO2)n[nH]1
-6.9,O=C(NC1CC1)[C@@H](Sc1nnc2c(Cl)cc(Cl)cn12)c1ccccc1
-6.9,COc1cccc([C@H](C)n2cc(-c3n[nH]c4ccccc34)nn2)c1
