docking_score,smiles
-6.2,CCC1COCCN1C(=O)C1=NOC(CN)C1
-6.2,CNS(=O)(=O)[C@H]1CCCN(c2ncc(C(=O)O)n3nccc23)C1
-6.2,CO[C@@H]1CS(=O)(=O)[C@H]2CN(CC3CCCOC3)C[C@@H]12
-6.2,C[C@H](CNC(=O)Cn1cnc2c(N)ncnc21)c1ncc[nH]1
-6.2,CC1COC(C(=O)N2CCN(CCC(=O)O)CC2)C1
-6.2,C[C@H](C(N)=O)N1CC[C@@H](CNC(=O)c2cncc(C(N)=O)c2)C1
-6.2,C[C@H]1COCCN1C(=O)CC(N)C1CCOCC1
-6.2,O=C1O[C@H]2CN(C(=O)C3CCCCS3(=O)=O)C[C@H]2O1
-6.2,O=S(=O)(NC1CC1)N1CCCC(O)(C(F)F)C1
-6.2,Cn1c(O)nnc1C1CN(C(=O)c2n[nH]cc2Br)C1
-6.2,CC(C)[C@@H]1CN(C(=O)C2CC(=O)CO2)C[C@H]1C(=O)O
-6.2,C[C@@H]1CCCCN1C(=O)CN1CCN(CCC(=O)NC(N)=O)CC1
-6.2,O=C(CNC(=O)N1CCN(CC(F)(F)F)CC1)N1CCOCC1
-6.2,CCN1CCC1CNC(=O)C(=O)N1CCCC(O)C1
-6.2,COC(=O)[C@H]1[C@@H]2C[C@H]1CN(C(=O)C(C)(C)O)C2
-6.2,NC1(C(=O)N2CCC(N3CCC(O)C3)CC2)CCC1
-6.2,CO[C@@H]1OCCC[C@@H]1NC(=O)C(=O)N1CCOCC1
-6.2,Cc1c(C(=O)N[C@H]2CCCCNC2=O)cnn1-c1ccc(O)nn1
-6.2,O=C(C(O)CCCO)N1CCCN2CCCC21
-6.2,CC(C1CCOCC1)N1C(=O)[C@H]2C[C@@H](O)CN2C1=O
-6.2,Cc1c(NC(=O)[C@H]2CS(=O)(=O)CC23CC3)c(C(=O)O)nn1C
-6.2,C#CCN1CCN(C(=O)C2(F)CC2(F)F)CC1=O
-6.2,NS(=O)(=O)C[C@@H]1CCCN1C(=O)CC1CCS(=O)(=O)C1
-6.2,NC(=O)CN1C[C@H]2C[C@@H](NC(=O)c3ccc(C(N)=O)[nH]3)CC[C@H]2C1
-6.2,CN1CC(N2C[C@H](C(=O)N3CCc4nc(=N)[nH]cc4C3)CC2=O)C1
-6.2,CC(=O)N1CCN(C(=O)[C@@]23COC[C@@H]2C3)[C@H]2COC[C@H]21
-6.2,CNS(=O)(=O)c1cccc(CNC(=O)N[C@H]2CC(=O)N(C)C2)c1
-6.2,CCn1nc(C(=O)N2CCN(CC(C)(C)O)C[C@@H]2C)ccc1=O
-6.2,CC1(C)CN(C(=O)[C@@H]2C[C@H]3C(=O)CCN[C@H]32)CC1O
-6.2,CNC1(C(=O)N2C[C@@H]3C[C@H]2C[C@H]3O)CCOC1
-6.2,CN1CCN(C(=O)c2ccc(NC(=O)[C@H]3CC(=O)N3)cc2)CC1
-6.2,CN(CCC(=O)N1CCC(O)(C(=O)O)C1)CC(F)(F)F
-6.2,CC1CN(S(=O)(=O)N2CCC(N)CC2)CC(C)(C)O1
-6.2,O=C(CCNC(=O)c1ccc([N+](=O)[O-])cc1)N[C@@H]1CCS(=O)(=O)C1
-6.2,O=S(=O)(NCC1CCC2(CCOC2)O1)N1CC(F)C1
-6.2,CN1CCO[C@@H](C(=O)N2CC[C@@H](N(C)Cc3ncccn3)C2)C1
-6.2,C[C@@H](NC(N)=O)C(=O)N1CCC(NS(=O)(=O)c2ccccc2)CC1
-6.2,O=C1COCCN1C1CCN(S(=O)(=O)C2CC2)CC1
-6.2,CC1(O)CCN(CC2=NOC(CC3(O)COC3)C2)C1
-6.2,O=C1OC[C@@H]2CN(C(=O)C3CCCCNC3)C[C@H]12
-6.2,Cn1c(N)c(C(=O)CN2CCc3sccc3C2)c(=O)n(C)c1=O
-6.2,CCCC[C@H](NC(=O)c1cnc2nc(O)nc(O)c2c1)C(=O)O
-6.2,CN1C[C@@H](C(=O)Nc2cn(C)c(=O)n(C)c2=O)[C@H](C(F)(F)F)C1
-6.2,COCCN(C)S(=O)(=O)Nc1ccc(-c2nnc(O)n2C)cc1
-6.2,CC(CN(C)C(=O)C1(N)CC(F)(F)C1)C(=O)O
-6.2,C[C@H]1CCCC[C@@H]1NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
-6.2,O=c1cc(CN2CC[C@@H](S(=O)(=O)N3CCCC3)C2)[nH]c2ccnn12
-6.2,CC(CF)NC(=O)C1=NOC2(CCNCC2)C1
-6.2,CC1CN(C(=O)CN[C@]23CCC[C@H]2CNC3)CCN1
-6.2,Cn1c(O)c(C(=O)/C=C/c2cn(C(C)(C)C)nn2)c(=O)n(C)c1=O
-6.2,O=C(O)C1CCCN(C(=O)C2(F)CCNC2)C1
-6.2,O=C(CC1(O)CCOCC1)NCC1(CNC(=O)C(F)(F)CO)CC1
-6.2,C[C@@H]1CN(C(=O)c2cn(Cc3ccccn3)nn2)C[C@H](CO)O1
-6.2,CC(=O)N[C@H]1[C@H](Oc2cc(C)ccc2C)O[C@H](CO)[C@@H](O)[C@@H]1O
-6.2,CS(=O)(=O)NCC1CCCCN1C(=O)C(O)C1CC1
-6.2,C[C@@H]1CC[C@H](C(=O)N2CCOC3(CCNC3)C2)CN1
-6.2,Cn1nccc1[C@@H]1OCC[C@H]1CNC(=O)CN1CCCS1(=O)=O
-6.2,CCCN(CC)C(=O)C(=O)NC1CCC(=O)N(C)C1=O
-6.2,CC(O)(CNC(=O)C(=O)NCC(F)(F)F)C1CCC1
-6.2,CC1(CS(=O)(=O)NC2CC3(CCC3O)C2)N=N1
-6.2,NC(=O)C1(CNC(=O)c2ccc(-c3nc(=O)o[nH]3)s2)CCOCC1
-6.2,CCC(=O)N1CCN([C@@H]2CCN(C(=O)c3c[nH]c(=O)cn3)C2)CC1
-6.2,CN1CCN(c2ncccc2CNC(=O)[C@H]2CC(=O)N(C)C2)CC1
-6.2,O=S1(=O)CC(S(=O)(=O)N2CCC(C(F)(F)CO)C2)C1
-6.2,CS(=O)(=O)N1CC(CN2CC3CC4CC3C2C4O)C1
-6.2,CC1CNCCN1C(=O)CN1CCC[C@H](N)C1
-6.2,C[C@H](NC(=O)NC[C@@H](C)N1CCOCC1)C(=O)N1CCCC1
-6.2,CN1CC(N2C[C@@H](C(=O)NCc3nc4cccnc4[nH]3)CC2=O)C1
-6.2,Cc1cnn(C[C@@H]2CCCN2CC(=O)N[C@@H]2CCS(=O)(=O)C2)c1
-6.2,CNS(=O)(=O)CCN1CCC(C(F)(F)F)C(CN)C1
-6.2,CNCCC(=O)N1CCC(=O)N2CCOCC21
-6.2,CC1(C)CCCCC1NC(=O)C(=O)NCCN
-6.2,O=S1(=O)CCCC1CN1C[C@@H](CCO)[C@@H](CCO)C1
-6.2,Cn1nccc1[C@@H]1C[C@H]1C(=O)N1CC2(C1)[C@@H](C(=O)O)CCS2(=O)=O
-6.2,CN(C)c1cc(CNC(=O)Cn2ccc(=O)n(C)c2=O)ccn1
-6.2,CC(O)C(F)(F)C(=O)N1CCN(S(=O)(=O)C(C)C)CC1
-6.2,COC1C=CCN(C(=O)[C@H]2C[C@@H](N)[C@@H]3C[C@H]23)C1
-6.2,C=C=CCC(=O)N1C2CCC1CN(C(=O)CO)CC2
-6.2,N[C@@H]1CC(C(=O)N2CCC3(CCCNC3)C2)=C[C@@H]1O
-6.2,CCOc1cc(N2CCS(=O)(=NS(C)(=O)=O)CC2)ncn1
-6.2,CNC(=O)[C@@H]1CC(=O)N(C2CN(C(=O)COc3ccccc3)C2)C1
-6.2,CON=CC(=O)NCC1CN(C(=O)C2(C#N)CC2)C1
-6.2,CCCCNC(=O)[C@@H](C)N1CC[C@@H](c2cc(O)nc(O)n2)C1
-6.2,COC(=O)C1C=CCCN1C(=O)CN1CCCC1=O
-6.2,CS(=O)(=O)CCCS(=O)(=O)N1CC2CC(O)CC2C1
-6.2,O=C(O)[C@H]1C[C@@H](C(=O)N2CCC(O)C23CC3)C1
-6.2,C#CC[C@H](N)C(=O)N1CCCN2CCCC2C1
-6.2,NC(=O)C1CCN(CCCNC(=O)c2ccc(O)nc2)CC1
-6.2,Cn1c(=O)c2c(ncn2CCSc2nc(N)cc(=N)[nH]2)n(C)c1=O
-6.2,CC(=O)N1CCN(C(=O)C2(C)C=CCC2)CC(O)C1
-6.2,O=C(N1CCOCC(O)C1)C12CC(CF)(C1)C2
-6.2,CN1CC(N2C[C@@H](C(=O)NCCCc3ncnn3C)CC2=O)C1
-6.2,C[C@@H]1CN(C(=O)[C@@H]2CCC(=O)N(C)[C@@H]2c2cnn(C)c2)CCN1
-6.2,CCC(CO)N1CCN(C(=O)C(F)C(C)(C)O)CC1
-6.2,COc1cccc(C[C@@H](NC(C)=O)C(=O)N2CC[C@@H](C(N)=O)C2)c1
-6.2,O=C(C1CCS1(=O)=O)N(C1CC1)C1CCS(=O)(=O)C1
-6.2,CC[C@@H](O)CCCNC(=O)c1cc2c(=O)n(C)c(=O)n(C)c2n1C
-6.2,Cn1cnnc1[C@@H]1CCCN(C(=O)NC[C@H]2CCS(=O)(=O)C2)C1
-6.2,CCc1nc2n(n1)CCC[C@@H]2Nc1c(C#N)c(=O)n(C)c(=O)n1C
-6.2,C=C1CC1CNC(=O)C(=O)N1CCOC(C)(C)C1
-6.2,N#CC1(CC(=O)N2CCNCC23COC3)CC1
-6.2,CC(C#N)CS(=O)(=O)N1CC[C@@](O)(C(F)(F)F)[C@H](O)C1
-6.2,COCC(=O)N1CCN(C(=O)c2cc[nH]c3nccc2-3)C[C@H](O)C1
-6.2,CCNS(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)c1cnnn1C)CC2
-6.2,CC1COCCN1S(=O)(=O)NCC1(C)CCCNC1
-6.2,N[C@]1(C(=O)N2CC3C(C2)C3(F)F)C[C@@H](O)C12CCC2
-6.2,CCN1N=C(C(=O)NCC(O)C2CCCO2)CCC1=O
-6.2,c1ccc(OCc2nnc3n2CCNC3)nc1
-6.2,C[C@H]1CN(C(=O)Cn2cnc3c(N)nc(F)nc32)C[C@H](C)O1
-6.2,CN(C1CCNC1)S(=O)(=O)CC1CCS(=O)(=O)CC1
-6.2,CC1CCN(S(=O)(=O)C2CCS(=O)(=O)CC2)C1
-6.2,CN(Cc1nnc2n1CCC2)C(=O)N[C@H]1CCCCNC1=O
-6.2,O=C(O)C1(O)CCCN(CCC2(O)CCC2)C1
-6.2,C[C@H]1C[C@@H](C(=O)NC[C@@H](C)NC(=O)c2[nH][nH]c(=N)c2Br)CC(=O)N1
-6.2,CC1(C)[C@@H](CC(=O)N2CC[C@H](O)C2)[C@H]1C(=O)O
-6.2,O=C(NCC1CCCOC1)C(=O)N1C[C@@H]2C[C@H]1CS2
-6.2,C[C@H](CO)N1CCN(c2nc3ccccn3c(=O)c2[N+](=O)[O-])CC1
-6.2,C[C@@H](C(N)=O)N1CC[C@H](CNC(=O)c2cncc(C(N)=O)c2)C1
-6.2,CNC(=O)c1cc(S(=O)(=O)N2[C@H](C)C(=O)N[C@@H](C)[C@H]2C)cn1C
-6.2,Cn1[nH]c(C(=O)N[C@@]2(C)CCN(C(=O)c3csnn3)C2)nc1=O
-6.2,CC(=O)N[C@]12CCOC[C@@H]1CN(C(=O)CCn1ccccc1=O)C2
-6.2,O=C(CN1CC2CC=CC1C2)N1CCNCC1
-6.2,NC1(C(=O)N2CCNC(CCO)C2)CC2(CCC2)C1
-6.2,C[C@@H](O)[C@@H]1CCN(C(=O)c2ccc(-n3[nH]c(O)nc3=O)cc2)C1
-6.2,CN1CC(N2C[C@H](C(=O)NCc3cnc4nccn4c3)CC2=O)C1
-6.2,C[C@](N)(CCC(=O)N1CCNCCC12CC2)C(=O)O
-6.2,O=C1CC2(CNC2)N(Cc2cc(=O)n3ccccc3n2)CCN1
-6.2,CC(C(=O)N1CCC2(CCC2)S(=O)(=O)CC1)S(N)(=O)=O
-6.2,CC(=O)N1CCC[C@](O)(C(=O)N[C@@H](C)Cc2cc(C)[nH]n2)C1
-6.2,O=C(O)CCC(O)CNS(=O)(=O)N1C[C@H]2CCC[C@H]2C1
-6.2,O=C(c1cc(Cl)ncc1O)N1CCN2C(=O)COC[C@@H]2C1
-6.2,CN1CCC(C(=O)N2CC(NC(=O)c3ccc(C(N)=O)[nH]3)C2)CC1
-6.2,C[C@@](O)(CNC(=O)[C@@H]1CCCN(C(=O)N2CCCC2)C1)C(=O)O
-6.2,O=C(Cn1cnnn1)Nc1ccc(CN2C(=O)CCC2=O)cc1
-6.2,CC1(C)NCCC1CN1C[C@@H]2C[C@H]1CS2(=O)=O
-6.2,O=C(Cc1nc(C2CCOCC2)n[nH]1)N[C@@H]1[C@H]2CCCN[C@H]21
-6.2,CC1(C)CC(CNS(=O)(=O)N2CCCOCC2)CN1
-6.2,CS(=O)(=O)N[C@H]1CCN(C(=O)CC(F)(F)F)C1
-6.2,CCC1CN(C(=O)CN2C(=O)CN(C)C2=O)CCN1
-6.2,CN(C1CCS(=O)(=O)C1)S(=O)(=O)NC1CC(C#N)C1
-6.2,O[C@@]1(Cn2ccnn2)CCN(Cc2nnnn2-c2ccccc2)C1
-6.2,COCCN(C(=O)CN[C@@H]1CCOCC1(C)C)[C@H]1CCS(=O)(=O)C1
-6.2,O=S1(=O)NC(CN2[C@@H]3COC[C@H]2C[C@@H](O)C3)CC12CC2
-6.2,CC1(OCC(=O)N2CCC(F)(F)C(CO)C2)CNC1
-6.2,CC1CN(C(=O)C2COC(=O)O2)C(C)(C)CN1
-6.2,O=C(O)C1CN=C(CN2CCOCC23CCOCC3)O1
-6.2,COC(=O)c1cccc(CS(=O)(=O)NC[C@H]2CN3CCN2CC3)c1
-6.2,Cc1nc[nH]c1C(=O)N1CC(O)(CNC(=O)CN2CC[C@H](C)C2)C1
-6.2,C=C1CC(NC(=O)C(=O)NCC2CCN(C)C(=O)C2)C1
-6.2,COc1ccc(C[C@](C)(CO)NC(=O)Cn2ncnn2)cc1OC
-6.2,COCC(F)CNC(=O)C(=O)N1CCNCC(F)(F)C1
-6.2,O=C1CCC(C(=O)NC[C@@H]([C@@H]2CCOC2)N2CCOCC2)=NN1
-6.2,Cc1cc(O)c(C(=O)NC2CN(C(=O)[C@H]3CCCOC3)C2)nn1
-6.2,C[C@H]1CCCN(C(=O)C(=O)NCC2COCCN2)C1
-6.2,CS(=O)(=O)N[C@@H]1CCN(CC(=O)N2CC(=O)Nc3ccccc32)C1
-6.2,COC1(OC)CCN([C@H]2CCC(F)(F)[C@@H]2O)CC1O
-6.2,O=C(c1cocn1)N1C[C@H]2CN(C(=O)c3coc(O)n3)C[C@H]2C1
-6.2,O=C([C@@H]1[C@H]2CNC[C@H]21)N1CC(CO)C2(CCC2)C1
-6.2,CN1CCN(CC(=O)N2C3CCC2CC(=O)C3)CC1
-6.2,CN1CC[C@H](C(=O)NC[C@H]2CN(Cc3csnn3)CCCO2)C1
-6.2,C[C@H]1CN(CC(C)(C)O)CCN1c1nc(O)c2cnn(C)c2n1
-6.2,C=C(C)Cn1c(N2CCN(CC)CC2)nc2c1c(O)nc(=O)n2C
-6.2,CN(CC(=O)O)[C@H]1CN(C(=O)c2ccc3c(c2)OCCO3)C[C@H]1O
-6.2,CC(=O)NC[C@@]12C[C@@H](CO1)N(C(=O)c1cnc3[nH]ccc3n1)C2
-6.2,CNC(=O)[C@@H]1C[C@@]2(CNC(=O)O2)CN1c1nc(OC)ncc1Cl
-6.2,C[C@H](OC(=O)CCCN=C1NS(=O)(=O)c2ccccc21)C(N)=O
-6.2,O=C(N1CCC(CO)C1)C1(CF)CCNCC1
-6.2,COC(=O)[C@@H](O)CNC(=O)[C@H](c1ccccc1)N1CCC(O)CC1
-6.2,COc1ncccc1CCNC(=O)[C@H]1Cn2c(C)nnc2CN1C
-6.2,C[C@H]1C[C@@H](C)CN(CCCNC(=O)Cn2nc(O)ccc2=O)C1
-6.2,NCC12CC(CN1C(=O)[C@H]1CC=CC[C@H]1N)C2
-6.2,CN(CCN=[N+]=[N-])C(=O)C12CCCN(CC1)S2(=O)=O
-6.2,C#CC1COCCN1C(=O)C(=O)NCC(C)(C)C(=O)O
-6.2,O=C(NCCC1(O)CCC1)C1=NOC(C2(O)COC2)C1
-6.2,C=C(CC(=O)N1CCN2CCCC2C1)C(=O)O
-6.2,O=C1CCC(CC(=O)N2CC[C@@H](O)C[C@H]2CO)C1
-6.2,CN(C)Cc1ccc(C(=O)N(C)Cc2nnc3c(=O)[nH]ccn23)[nH]1
-6.2,C[C@@H]1O[C@H](C)Cc2c(C(=O)N3CCN(CCO)CC3)n[nH]c21
-6.2,NC[C@H]1C[C@@H](O)CN1C(=O)C1CC12CCC(=O)CC2
-6.2,O=C(Cn1cccn1)N1CC[C@H](c2cc(O)n[nH]2)C1
-6.2,CCO[C@@H]1C[C@@H](NC(=O)C2=C[C@@H](O)[C@@H](O)[C@H](O)C2)[C@@]12CCCO2
-6.2,O=C(Cn1cnnn1)N1CCN(CCc2ccccc2)CC1
-6.2,CN(CC1COCCO1)C(=O)C1COC(=O)C1
-6.2,CC1(CNC(=O)C(=O)NC2CNOC2)CC(F)(F)C1
-6.2,CC(C)N(C(=O)C1CNCCS(=O)(=O)C1)C1CC1
-6.2,Cn1cccc1C(=O)OCC(=O)c1c(N)n(C)c(=O)n(C)c1=O
-6.2,O=C(c1c[nH]nc1[C@H]1CCNC1)N1CCN([C@@H]2CCOC2)CC1
-6.2,CC(C)C(O)CC(=O)N1CCN(C)C2(CCOC2)C1
-6.2,C[C@@H]1CN(C(=O)CC2(O)COC(C)(C)C2)CCS1(=O)=O
-6.2,Cc1ccc([N+](=O)[O-])cc1NN=C1NC(CO)(CO)COC1=O
-6.2,O=C1CC[C@H](C(=O)N2CCCC(C(=O)O)C2)O1
-6.2,O=C(O)COCC(=O)N1CC(O)CC2(CCOCC2)C1
-6.2,O=C(NC[C@@H]1CCS(=O)(=O)C1)c1ccc(N2CCOCC2)nc1
-6.2,CC(C)(N)C1=NCCN1C(=O)C1(F)CCOC1
-6.2,O=C1[C@H]2[C@H]3C[C@H]3CN2C(=O)N1CC1CCS(=O)(=O)C1
-6.2,Cn1c(N)c(C(=O)COC(=O)c2ccc(N)cc2)c(=O)n(C)c1=O
-6.2,Cn1cc(N2CC[C@@H](NC(=O)C(F)(F)C3(O)CCC3)C2=O)cn1
-6.2,COc1ccccc1CNS(=O)(=O)c1cn(C)c(=O)n(C)c1=O
-6.2,C#CCCN1CCN(C(=O)C2CCCS(=O)(=O)C2)CC1
-6.2,CN1CCC(N2CCCC(C3=NCCN3C)C2)C1=O
-6.2,O=C1CCCC(C(=O)N2CS(=O)(=O)CCC2C(=O)O)C1
-6.2,COc1ccnc(N2CCN(C(=O)[C@@H](C)N3CCOCC3)CC2)n1
-6.2,CC1=NOC2(C1)CN(C(=O)C(=O)NCC1CCN1C)C2
-6.2,COC1CCN(C(=O)C(F)(F)C(=O)N2CCOCC2)C1
-6.2,CC1COCCN1C(=O)C(=O)NCC1(C)CC(N)C1
-6.2,Cn1nc(C(=O)NCc2cccc(NS(C)(=O)=O)c2)ccc1=O
-6.2,NS(=O)(=O)c1ccc(C(=O)N[C@H]2CCCn3ncnc32)cc1
-6.2,NS(=O)(=O)CCCC(=O)N1CCC(C(F)C(=O)O)C1
-6.2,O=C1NCCNC[C@H]1N1CCC[C@@](CO)(c2ccccc2)C1
-6.2,Cc1ccc(C(=O)N[C@@H](C)c2nncn2C)c(O)n1
-6.2,NC(=O)c1ccc(NC(=O)CCN2CC(O)C2)cc1
-6.2,CN(CC(N)=O)C[C@H]1CN(c2ncnc3[nH]c(=N)ccc23)CCO1
-6.2,CCS(=O)(=O)NCC(=O)OCC1CCCS(=O)(=O)C1
-6.2,CC(=O)N1CCCN([C@@H]2CN([C@H]3CCN(C)C3=O)C[C@@H]2C)CC1
-6.2,CC1CCN(CC(=O)N2C[C@@H]3CN(CCO)C[C@@H]3C2)CC1
-6.2,CCN1CCN(c2ccc(CNC(=O)[C@H]3CCC(=O)N3)cn2)CC1
-6.2,COCCN1CCC[C@@H](N=c2nc(O)c3cnn(C)c3[nH]2)C1
-6.2,CCC(=O)NCC(=O)NS(=O)(=O)Cc1ccc([N+](=O)[O-])cc1
-6.2,CN1C(=O)CC[C@H]1CC(=O)N=c1ccn(CCc2nc(=O)o[nH]2)[nH]1
-6.2,CC(C)CN1CCO[C@@H](CNC(=O)c2nccnc2N)C1
-6.2,CC(C)(C(=O)N1CCNC(CC(F)F)C1)S(C)(=O)=O
-6.2,O=C(O)C(O)CCCN1C[C@@H]2C[C@@H](CO)[C@@H]2C1
-6.2,NC1CN(C(=O)C2=NOC3(CNC3)C2)CC12CCC2
-6.2,CN(CC(N)=O)C[C@@H]1CN(c2ccc(F)cn2)CCO1
-6.2,CC1(CO)CCCN1C(=O)[C@H]1[C@@H](CN)C1(F)F
-6.2,CC(C(F)F)N(C)C(=O)C(=O)NC1CCCS(=O)(=O)C1
-6.2,C[C@H]1[C@@H](C)[C@@H]1NC(=O)C(=O)N1CCC(C)(O)C1
-6.2,CC1(C)CO[C@H]1C(=O)N[C@H]1[C@@H]2CN(C(=O)c3coc(O)n3)C[C@@H]21
-6.2,CO[C@@H]1C[C@H](C(=O)O)N(C(=O)C2C3CCN2CC3)C1
-6.2,Cn1c(=O)ccn(CC(=O)N2CCN(c3nccs3)CC2)c1=O
-6.2,CCS(=O)(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1c1ccnn1C
-6.2,CC1COCCN1S(=O)(=O)NC1(C(=O)O)CCCC1
-6.2,C=C1CCC1NC(=O)C(=O)NCC1CC(C)(C)CN1
-6.2,CN(C(=O)c1cc2c(nc1O)CCC2)[C@H]1CCS(=O)(=O)C1
-6.2,Cc1cc(C)cc(N2CC[C@@H](C(=O)NC(C(N)=O)C(N)=O)C2=O)c1
-6.2,CC(C)n1nc2c(cc1=O)CN(CCCNS(C)(=O)=O)CC2
-6.2,CN1CN(C(=O)CN2Cc3ccccc3C2=O)CC1=O
-6.2,CN1N=CC(CC(=O)N2CCO[C@@H]3CCOC[C@H]32)C1=O
-6.2,O=C(N1CCC(O)(C(F)F)CC1)C12COC(CN1)C2
-6.2,O=C(N1CCOC(C2(O)CC2)C1)C12CC(CCO1)C2
-6.2,O=S(=O)(NCC1C=CCN1)N1CCC(F)(F)C1
-6.2,Cc1nc(CN[C@@H]2CCN(c3cc(=O)n(C)c(O)n3)C2)oc1C
-6.2,COc1cc(NC[C@@H]2CN(C)CCN2C)[nH]c(=N)n1
-6.2,C[C@@H]1C[C@H]1NC(=O)C(=O)N1CCC12CCCS(=O)(=O)C2
-6.2,Cc1nc(CN2C(=O)C(C)(C)CS2(=O)=O)no1
-6.2,CN1CC2CCC1CN2C(=O)CN1CCCS1(=O)=O
-6.2,O=C(O)c1cnc(C(=O)N2CCC[C@H](c3nnc(O)o3)C2)cn1
-6.2,CC(C)(C(=O)N1C[C@@H]2CCN[C@@H]2C1)N1CCOCC1
-6.2,CNC(=O)[C@H]1CC(=O)N(C2CN(C(=O)COCC3CCCC3)C2)C1
-6.2,Cn1cc(S(=O)(=O)N2CC(=O)N(CC(F)(F)F)C2)cc1C(N)=O
-6.2,O=C(NC[C@@H](O)CO)N[C@@](CO)(c1ccccc1)C(F)(F)F
-6.2,CN(C)S(=O)(=O)N(C)CC(=O)N1CCC(O)CC12CC2
-6.2,Cc1nc2n(c1C)CCN(CC(=O)N[C@@]1(C)CCS(=O)(=O)C1)C2
-6.2,C[C@@H]1CN(CC2CC3(CC3)S(=O)(=O)N2)C[C@@H](CO)O1
-6.2,C=C1CC1CNC(=O)C(=O)N1CCC(F)(F)C1CO
-6.2,CN1CC(N2C[C@H](C(=O)NCc3ccccc3CO)CC2=O)C1
-6.2,CN(C)S(=O)(=O)CC(=O)N1CCC(CCC(=O)O)C1
-6.2,CCC1(C)CN=C(N2CCOC([C@H](C)O)C2)N1
-6.2,CC1CC(C(=O)N2CC3(C2)CS(=O)(=O)C3)CCC1=O
-6.2,CC1C(NC(=O)C(=O)N2CCSCC2)CCCN1C
-6.2,COC1CCN(S(=O)(=O)N2CC(=O)CC(C)C2)CC1
-6.2,CCN1CCN(c2nc(N3CCOCC3)nc(N)c2[N+](=O)[O-])CC1
-6.2,CCS(=O)(=O)NCC(=O)N1C2CCCC1CNCC2
-6.2,O=C(N[C@H]1C(=O)NCC12CCNCC2)c1cc2cnccc2[nH]1
-6.2,O=C(O)[C@@H]1CCCN(C(=O)C2(C(=O)O)CCNC2)C1
-6.2,O=C(CCNC(=O)c1cnc2cc[nH]c2c1)N[C@H]1CCS(=O)(=O)C1
-6.2,O=C(NCC1CC=CCC1)C(=O)NCC1C=CCN1
-6.2,CC1CN(C)CCC1NS(=O)(=O)CC1=NOCC1
-6.2,O=C(O)C1(CC(O)CN2CCC[C@H](O)C2)CC1
-6.2,C[C@@H]1CN(C(=O)CN2CCCC(N)C2=O)C[C@@H](C)O1
-6.2,CN1CC2CC(C1)N2C(=O)CN1CCC(CO)CC1
-6.2,N#CCC(NC(=O)C1=NO[C@@H]2COC[C@H]12)C(F)(F)F
-6.2,C[C@@H]1C[C@@H](N2CCO[C@H](Cn3cccn3)C2)C(=O)O1
-6.2,CC(C)[C@H]1N(C)C[C@@]12C[C@@H](O)[C@H](NC(=O)CC(=O)N(C)C)C2
-6.2,CCOC(=O)C(CC(=O)N1CCC[C@@H](O)C1)C(C)=O
-6.2,NCc1nc(C2CCN(C(=O)[C@@H]3CC[C@H](C(N)=O)C3)CC2)n[nH]1
-6.2,Cn1cc(O)c(=O)cc1CNC(=O)[C@H]1CC(=O)N(CC2CC2)C1
-6.2,C[C@@H](O)[C@H](O)C(=O)N1CCCC2(C=CCO2)CC1
-6.2,CC(COCC1CC1)NC(=O)C(=O)N1CCC[C@@H](O)C1
-6.2,CC(C)C(O)CC(=O)N1CCNCCNCC1
-6.2,CNS(=O)(=O)c1cc(C(=O)O[C@H](C)C(=O)NC(N)=O)ccc1Cl
-6.2,C[C@H](C(N)=O)N1CC[C@H](NC(=O)c2ccc3cncn3c2)C1
-6.2,C[C@@H]1CCN(C(=O)C(=O)N2CC[C@@]3(CCN(C)C3)C2)C[C@@H]1CN
-6.2,COC(=O)[C@@H](N)CN1CCC[C@@H]2OCC[C@@H]2C1
-6.2,C=CCN1C(=O)C(=O)N(CC(=O)Nc2cccnc2N(C)C)C1=O
-6.2,COc1ccc(F)c(CNS(=O)(=O)NCC(=O)O)c1
-6.2,O=C1CCCN1CC(O)CN1CC[C@@H](OC(F)F)C1
-6.2,O=C1Cc2ccc(C(=O)NC[C@H](O)CNC(=O)[C@@H]3C[C@H]3F)cc2N1
-6.2,CC1CCN(CC2(O)CCCNCC2)CCN1
-6.2,O=C(COC(=O)c1ccc2c(c1)OCO2)N[C@H]1CCS(=O)(=O)C1
-6.2,CN1C[C@@H]2CN(C(=O)Cc3ccc(C(N)=O)nc3)C[C@]2(C)C1
-6.2,C=C(C)CCC(=O)N1C[C@@H]2C[C@H]1[C@H]2NC(=O)C(N)=O
-6.2,CN(CC(=O)N[C@H]1CCS(=O)(=O)C1)Cc1c(F)cncc1F
-6.2,O=C(c1n[nH]c2cc(Cl)ccc12)N(CCO)[C@H]1CS(=O)(=O)C[C@@H]1O
-6.2,Cc1nc(CCNC(=O)[C@@H]2CC(=O)N(C3CN(C)C3)C2)c(C)o1
-6.2,COCC1CN(C(=O)C2(O)CCCC2)CCN1C(C)=O
-6.2,CN1CCC[C@H](N2CCN(C(=O)Nc3cn(C)nn3)CC2)C1
-6.2,C[C@H]1CS(=O)(=O)CCN1CC(=O)N1CCCC1
-6.2,N[C@@H](CC1CCCCC1)C(=O)N1CCNCC1CO
